company_name,address,city,state,county,zip1,zip2,url,latitude,longitude
WITH ACTION,7408 Chamberlain Ave,University City,MO,St. Louis County,63130,,withaction.org,38.666646,-90.328387
Community Action Agency of Northwest Alabama,745 Thompson Street,Florence,AL,Lauderdale County,35630,,www.caanw.org,34.818089,-87.657402
Open Communities Alliance,75 Charter Oak Ave  Suite 1-200,Hartford,CT,Hartford County ,06106,,ctoca.org,41.75769,-72.670202
Metropolitan Milwaukee Fair Housing Council,"759 N. Milwaukee Street, Suite 500",Milwaukee,WI,Milwaukee County,53202,,www.fairhousingwisconsin.com,43.040217,-87.907076
Inclusivity Institute,770 3rd Ave SW,Carmel,IN,Hamilton County,46032,,www.inclusivityinstitute.org,39.969697,-86.132805
Detroit Peoples Platform,"7700 Second Ave, Suite 500",Detroit,MI,Wayne County,48202,,http://www.detroitpeoplesplatform.org/,42.372623,-83.078182
Neighborhood Development Collaborative (NDC),777 Grant Street,Denver,CO,Denver County,80204,,ndcollaborative.org,39.702415,-104.9841
"New York State Rural Housing Coalition, Inc.",79 N. Pearl Street,Albany,NY,Albany County,12207,,www.ruralhousing.org,42.652387,-73.750691
HBCU Community Development Action Coalition,7900 NW 27th Avenue #236,Miami,FL,Miami-Dade County,33147,,hbcucoalition.org,25.846423,-80.24398
Catholic Commission of Summit County,7911 Detroit Ave,Cleveland,OH,Cuyahoga County,44102,,http://ccdocle.org/dsao,41.481582,-81.73885
Nazareth Housing Development Corporation,795 Russell Ave,Akron,OH,Summit County,44307,,http://nazarethhousing.org/,41.06168,-81.556585
CityWide Development,8 N Main St,Dayton,OH,Montgomery County,45402,,http://citywidedev.com/,39.760109,-84.191554
Thredz,800 1st Street Unit 265,Muskegon,MI,Muskegon County,49440,,thredz.org,43.237827,-86.250882
"Businesses Invest in Growth, Inc.",8000 Centre Park Drive  Suite 200,Austin,TX,Travis County,78754,,www.bigaustin.org,30.333662,-97.678949
South Bend Heritage Foundation,803 Lincolnway West,South Bend,IN,St. Joseph County,46616,,sbheritage.org,41.681984,-86.261471
Latino Economic Development Center (Minnesota),804 Margaret St,St Paul,MN,Ramsey County,55106,,www.ledcmn.org,44.961025,-93.066646
Veteran's Center of Greater Atlanta,8060 Webb Rd  PO Box 741202,Riverdale,GA,Clayton County,30274,,http://www.vetscenterinc.org/,33.534298,-84.4152
Maryland Black Chamber of Commerce,8070 Georgia Avenue Suite 402,Silver Spring,MD,Montgomery County,20910,,www.marylandbcc.org,38.989328,-77.027085
National People's Action,810 N. Milwaukee,Chicago,IL,Cook County,60642,,http://www.npa-us.org/,41.896545,-87.656263
AFL-CIO,815 16TH St. NW,Washington,DC,District of Columbia,20006,,http://www.aflcio.org,38.900869,-77.035994
Devotion USA,819 Marcy Avenue,Brooklyn,NY,Kings County,11216,,DevotionUSA.org,40.68558,-73.947087
Stanislaus Equity Partners,820 H Street #3,Modesto,CA,Stanislaus County,95354,,www.stanep.org,37.637293,-120.999207
Wisconsin Partnership for Housing Development,821 E. Washington Avenue,La Crosse,WI,Dane County,54601,,http://wphd.org/,43.937283,-90.797822
Urban Neighborhood Initiatives,8300 Longworth St,Detroit,MI,Wayne County,48209,,http://www.unidetroit.org/,42.305088,-83.12618
Central Baptist CDC,839 N Pine Street,Wilmington,DE,New Castle County,19801,,centralbaptistcdc.org,39.742062,-75.542564
Greater Dayton Union Cooperative Initiative (Co-op Dayton),840 Germantown Street,Dayton,OH,Montgomery County,45402,,www.coopdayton.org,39.749985,-84.207818
Real Estate Education And Community Housing,8409 N Military Trail Ste 112,Palm Beach Gardens,FL,Palm Beach County,33410,,http://reach4housing.org/,26.800281,-80.107396
COCIC Franklin County Land Bank,845 Parsons Ave,Columbus,OH,Franklin County,43206,,http://www.cocic.org/,39.946375,-82.98303
Affordable Housing Centers of Pennsylvania,846 N Broad St. 1st Floor,Philadelphia,PA,Philadelphia County,19130,,http://www.ahcopa.org/,39.969513,-75.160364
National Housing Resource Center,846 N. Broad St.,Philadelphia,PA,Philadelphia County,19130,,http://www.hsgcenter.org/,39.969513,-75.160364
Black Cultural Zone Community Development Corporation,8495 Pardee Drive,Oakland,CA,Alameda County,94621,,http://www.blackculturalzone.org/,37.730029,-122.202605
New Urban Development,8500 NW 25th Ave,Miami,FL,Miami-Dade County,33147,,www.nudllc.org,25.851749,-80.240119
PT Partners,855 East Main Street,Bridgeport,CT,Fairfield County,06608,,ptpartnersbpt.org,41.186354,-73.181132
Community Vision Capital & Consulting (CA),870 Market Street  Suite 677,San Francisco,CA,Alameda County,94102,,https://communityvisionca.org/,37.785111,-122.407423
Senior Housing Crime Prevention Foundation,"8700 Trail Lake Drive W, Suite 140",Memphis,TN,Shelby County,38125,,https://shcpfoundation.org/,35.050083,-89.774308
"Baltimore Community Lending, Inc","875 Hollins Street, Suite 301",Baltimore,MD,City of Baltimore,21201,,http://www.BCLending.org,39.287731,-76.631585
Habitat for Humanity of Broward,888 Northwest 62nd Street,Fort Lauderdale,FL,Broward County,33309,,habitatbroward.org,26.202671,-80.154551
Caribbean Integration Community Development,89 Vernon St,Waltham,MA,Middlesex County,02453,,https://www.cicdofboston.org,42.374525,-71.250861
Korean Resource Center,900 Crenshaw Blvd #B Ste,Los Angeles,CA,Los Angeles County,90019,,krcla.org,34.05612,-118.32202
Bennett College,900 East Washington Street,Greensboro,NC,Guilford County,27401,,http://www.bennett.edu/,36.069132,-79.780587
Catholic Charities of North Louisiana,902 Olive Street,Shreveport,LA,Caddo Parish County,71104,,www.ccnla.org,32.492532,-93.749041
"Movin' Out, Inc.","902 Royster Oaks Drive, Suite 105",Madison,WI,Dane County,53714,,www.movin-out.org,43.084867,-89.319635
The Capital Market,910 Addison Rd S,Capitol Heights,MD,Prince George's County,20743,,thecapitalmarketmd.com,38.87723,-76.894426
Reinvest Toledo,910 Parkside,Toledo,OH,Lucas County,43607,,reinvesttoledo.org,41.649522,-83.594733
Iowa Community Capital,"915 8th Street, Suite 205",Boone,IA,Boone County,50036,,http://www.solidaritymicrofinance.org/,42.06396,-93.879125
Housing Oregon,919 NE 19th Avenue  Suite A,Portland,OR,Multnomah County,97232,,housingoregon.org,45.529256,-122.647016
"Housing and Education Alliance, Inc.",9215 N. Florida Avenue Suite 104,Tampa,FL,Hillsborough County,33612,,http://www.heausa.org/,28.03394,-82.457338
IGNITE! Alabama,928 46th Street Ensley,Birmingham,AL,Jefferson County,35208,,http://igniteal.org/,33.488295,-86.902262
"Women's Institute for Science, Equity and Race",9291 Laurel Grove Rd,Mechanicsville,VA,Hanover County,23116,,wiserpolicy.org,37.659363,-77.386907
Human Development Services of Westchester,930 Mamaroneck Avenue,Mamaroneck,NY,Westchester County,10543,,www.hdsw.org,40.959426,-73.737692
Working Solutions CDFI,"930 Montgomery Street, STE 400",San Francisco,CA,San Francisco County,94133,,https://www.workingsolutions.org/,37.797759,-122.403551
Estate Parity,9419 Secretariat Lane,Elk Grove,CA,Sacramento County,95624,,estateparity.org,38.418325,-121.318696
"Neighborhood Partnership Housing Services, Inc.",9551 Pittsburgh Avenue,Rancho Cucamonga,CA,San Bernardino County ,91730,,https://nphsinc.org/,34.080688,-117.555179
Greater Charlottesville Habitat for Humanity,967 Second Street SE,Charlottesville,VA,Charlottesville City County,22902,,www.cvillehabitat.org,38.024034,-78.484039
Making Change Center,"9770 Patuxent Woods Drive, Suite 307",Columbia,MD,Howard County,21046,,www.makingchangecenter.org,39.177154,-76.8525
Community Development Network of Maryland,"9770 Patuxent Woods Drive, Suite 331",Columbia,MD,Baltimore County,21046,,www.communitydevelopmentmd.org,39.177154,-76.8525
"The Fair Housing Council of San Diego, Inc.",9845 Erma Road,San Diego,CA,San Diego County,92117,,http://www.fhcsd.com/,32.919466,-117.114961
Ceres,99 Chauncy St,Boston,MA,Suffolk County,02111,,https://ceres.org/homepage,42.353091,-71.061009
Center for LGBTQ Economic Advancement & Research,995 Market St OFC 222,San Francisco County ,CA,San Francisco County,94103,,http://www.lgbtq-economics.org,37.782083,-122.409741
Inner City Press/Fair Finance Watch/Community on the Move,Mount Carmel Station P.O. Box 580188,Bronx,NY,Bronx County,10458,,http://www.innercitypress.org/index.html,40.864728,-73.889855
Rhode Island Housing Resources Commission,"One Capitol Hill, 3rd floor",Providence,RI,Providence County,02903,1727,http://www.hrc.ri.gov/index.php,41.832843,-71.415692
IFF,One North LaSalle Suite 700,Chicago,IL,Cook County,60602,,www.iff.org,41.882323,-87.632012
Housing Education and Economic Development,P. O. Box 11853,Jackson,MS,Rankin County,39213,,https://heedhousing.org/,32.392757,-90.23659
Grounded Solutions,P.O. Box,Portland,OR,Clark County,97242,,https://groundedsolutions.org/,45.408422,-122.75873
Life Stories  with Dr. Gloria Crosslin,P.O. Box 1062,Locust grove ,VA,Orange County,22508,,lifestorieswithdrgloria.com,38.308398,-77.796156
City of Austin Office of Civil Rights,P.O. Box 1088 Austin City Hall - Office of Civil Rights,Austin,TX,Travis County,78767,,https://www.austintexas.gov/department/office-civil-rights,30.268335,-97.741382
Covenant Community Capital,P.O. Box 15398,Houston,TX,Harris County,77020,,www.covenantcapital.org,29.773179,-95.314327
Winds Green Accelerator,P.O. Box 16038,Cincinnati,OH,Hamilton County,45216,,,39.166759,-84.53822
Black Women Build-Baltimore,P.O. box 16564,Baltimore,MD,City of Baltimore,21217,,blackwomenbuild.org,39.296536,-76.623489
Change Labs,P.O. Box 1698,Tuba City,AZ,Coconino County,86045,,nativestartup.org,36.132723,-111.241773
City of Jackson,P.O. Box 17,Jackson,MS,Hinds County,39205,,www.jacksonms.gov,32.289656,-90.184201
Dothan Housing Authority,P.O. Box 1727,Dothan,AL,Houston County,36301,,https://www.dothanhousing.org/,31.148124,-85.371845
Sarasota Alliance for Historic Preservation,P.O. Box 1754,Sarasota,FL,Sarasota County,34230,,preservesrq.org,27.335023,-82.537169
"Tooley Community Development Group, Inc.",P.O. Box 1807,Titusville,FL,Brevard County,32781,,tooleycdg.org,28.548877,-80.853421
Alabama Microenterprise Network (AMN),P.O. Box 1882,Birmingham,AL,Jefferson County,35201,,http://microenterprisealabama.org,33.456412,-86.801904
Virginia Community Voice,P.O. Box 26972,Richmond,VA,City of Richmond,23261,,vacommunityvoice.org,37.524246,-77.493157
El Calvario United Methodist Church,P.O. Box 2842,Las Cruces,NM,Doña Ana County,88004,,https://resiliencylc.org/,32.290052,-106.753893
Boston Impact Initiative Fund,P.O. Box 300443,Jamaica Plain,MA,Suffolk County,02130,,https://bostonimpact.org/,42.309661,-71.121097
Bronze Valley Corp.,P.O. Box 530644,Birmingham,AL,Jefferson County,35253,,http://www.bronzevalley.com/,33.456412,-86.801904
The Urban Coalition of Professional Appraisers,P.O. Box 6046,Florence,KY,Boone County,41042,,,38.989548,-84.656711
RICH Community Resources,P.O. Box 703,Columbia,SC,Richland County,29202,,www.richcommunityresources.org,33.987454,-81.024864
"Freedom Equity, Inc",P.O. Box 8217,Columbus,OH,Franklin County,43201,,www.freedomequity.org,40.100924,-83.013402
"Organized Community Action Program, Inc.",P.O. Box 908 507 North Three Notch Street,Troy,AL,Pike County,36081,,www.ocaptroy.com,31.869128,-85.966268
NeighborWorks Association of Pennsylvania,PO Box 101097,Pittsburgh,PA,Allegheny County,15237,,nwassociationpa.org,40.47441,-79.950968
Community Alliance of Tenants,PO Box 11176,Portland,OR,Multnomah County,97211,,oregoncat.org,45.507856,-122.690794
Mississippi Communities United for Prosperity (MCUP),PO Box 141,Duck Hill,MS,Montgomery County,38925,,,33.563223,-89.641871
"Cornerstone Community Development Corporation, Inc.",PO Box 152551,Dallas,TX,Dallas County,75315,,https://www.cornerstone-cdc.org,32.781179,-96.790329
JustLeadershipUSA,PO BOX 1730,New York City,NY,New York County,10037,,jlusa.org,40.750422,-73.996328
"JCVision and Associates, Inc.",PO Box 1972,Hinesville,GA,Liberty County,31310,,jcvision.org,31.806832,-81.437074
 South Carolina Association for Community Economic Development (SCACED),PO Box 20577,Charleston,SC,Charleston County,29413,,scaced.org,32.780326,-79.940844
New Hour for Women & Children lI,PO Box 213,Brentwood,NY,Suffolk County,11717,,https://www.newhourli.org/,40.780882,-73.250336
African American Chamber of Commerce of Montgomery County,PO Box 2206,Montgomery Village,MD,Montgomery County,20886,,http://www.aacc-mc.com/,39.187415,-77.207136
Tierra Del Sol Housing Corp,PO BOX 2626,Anthony,NM,Doña Ana County,88021,,tdshc.org,32.01305,-106.60481
2020 Farmers Co-Op,PO Box 267,Nathalie,VA,Halifax County,24577,,2020 Farmers Cooperative,36.93486,-78.94723
Community Action Association of Alabama,PO Box 365,Birmingham,AL,Jefferson County,35201,,www.caaalabama.org,33.456412,-86.801904
Alabama Council on Human Relations,PO Box 3770 950 Shelton Mill Road,Auburn,AL,Lee County,36831,,www.achr.com,32.547542,-85.468222
Albany County Rural Housing Alliance Inc.,"PO Box 407, 24 Martin Road",Voorheesville,NY,Albany County,12186,,http://www.acrha.org/,42.620654,-73.980441
"Ready, Aim, Advocate! (RAA)",PO Box 50038,St. Louis,MO,St. Louis County,63105,,http://www.raacommittee.org/,38.631501,-90.19231
Camp Restore Detroit,PO Box 5577,Detroit,MI,Wayne County,48205,,www.detroitcamprestore.org,42.347021,-83.060184
Greater Ocala Community Development Corporations,PO Box 5582,Ocala,FL,Marion County,34478,,www.gocdc.org,29.198907,-82.087425
Walnut Hills Redevelopment Foundation,PO Box 6363,Cincinnati,OH,Hamilton County,45206,,https://walnuthillsrf.org/,39.166759,-84.53822
Self-Help Enterprises,PO Box 6520,Visalia,CA,Tulare County,93290,,www.selfhelpenterprises.org,36.303793,-119.375646
Affiliated Tribes of Northwest Indians Economic Development Corporation,PO Box 66592,Portland,OR,Multnomah County,97290,6592,atniedc.com,45.507856,-122.690794
West Boulevard Neighborhood Coalition,PO Box 669755,Charlotte,NC,Mecklenburg County,28266,9755,westblvdnc.org,35.26002,-80.804151
Peacemakers Project Miami,PO BOX 680100,Miami,FL,Miami-Dade County,33168,,peacemakersprojectmiami.com,25.558428,-80.458168
Chaffee Housing Trust,PO Box 692,Buena Vista,CO,Chaffee County,81211,,chaffeehousing.org,38.885032,-106.179938
GenesisHOPE Community Development Corporation,PO Box 7495,Detroit,MI,Wayne County,48207,,http://www.genesishope.org/,42.347021,-83.060184
Community FaithWorks,PO Box 80704,Charleston,SC,Charleston County,29416,,CommunityFaithWorks.org,32.780326,-79.940844
The HOME Foundation,PO Box 857,State College,PA,Centre County,16804,,thehomefoundationcc.org,40.77893,-77.841359
Prosperity Lab,po box 937,San Jose,CA,Santa Clara County,95108,0937,prosperitylab.org,37.346608,-121.909871
Seattle Department of Neighborhoods,PO Box 94649,Seattle,WA,King County,98124,,seattle.gov,47.610902,-122.336422
Covenant Faith Outreach Ministries/Covenant Community Development Corporation,PO Box 954,Tupelo,MS,Lee County,38802,,www.cformc.org,34.221257,-88.775002
Parternship for Financial Equity,PO Box 960305,Boston,MA,Middlesex County,02196,,http://www.mcbc.info,42.354318,-71.073449
